user_id,total_orders,avg_days_between_orders,cluster
1214,7,19.0,0
1219,14,10.0,2
1238,9,16.0,2
1243,6,30.0,0
1250,46,8.296296296296296,3
1254,14,11.0,2
1256,4,12.0,2
1259,9,7.0,2
1263,22,8.666666666666666,3
1271,39,7.0,3
1280,7,13.0,2
1290,7,9.0,2
1291,11,5.0,2
1310,10,1.0,2
1314,18,12.0,2
1323,6,30.0,0
1327,5,11.0,2
1335,9,17.0,0
1340,11,4.0,2
1348,6,14.0,2
1350,5,4.0,2
1353,3,16.0,2
1360,13,27.0,0
1378,76,8.12,1
1382,29,30.0,0
1385,4,11.0,2
1396,23,21.0,3
1398,10,30.0,0
1410,14,5.0,2
1412,22,9.0,3
1418,4,30.0,0
1420,72,2.0,1
1424,36,7.454545454545454,3
1436,2,22.0,0
1438,30,9.0,3
1453,15,5.0,2
1463,3,30.0,0
1466,8,30.0,0
1473,18,10.0,2
1484,4,5.0,2
1498,23,11.0,3
1501,9,30.0,0
1509,28,11.666666666666666,3
1510,10,6.0,2
1523,7,2.0,2
1537,19,0.0,2
1538,22,7.0,3
1541,7,3.0,2
1547,31,16.647058823529413,3
1549,42,3.0454545454545454,3
1553,45,8.0,3
1563,6,2.0,2
1580,3,30.0,0
1587,3,29.0,0
1593,4,30.0,0
1595,2,6.0,2
1613,14,13.0,2
1620,2,30.0,0
1622,7,15.0,2
1624,7,30.0,0
1637,6,6.0,2
1642,8,6.0,2
1645,6,30.0,0
1648,18,14.0,2
1654,5,16.0,2
1659,13,22.0,0
1665,28,9.090909090909092,3
1666,9,2.0,2
1672,8,9.0,2
1692,1,0.0,2
1699,35,3.0,3
1704,42,7.0,3
1705,33,3.7222222222222223,3
1711,6,9.0,2
1712,12,9.0,2
1716,38,5.4035087719298245,3
1729,6,15.4,2
1738,12,15.0,2
1741,21,9.0,3
1742,25,1.0,3
1743,28,8.0,3
1748,16,8.0,2
1749,9,15.0,2
1753,43,5.0,3
1754,61,3.5384615384615383,1
1759,49,4.5,1
1762,1,0.0,2
1764,9,5.0,2
1776,74,4.0,1
1784,2,9.0,2
1786,1,0.0,2
1788,6,11.0,2
1789,7,30.0,0
1793,34,2.0,3
1798,23,23.0,0
1802,17,20.0,0
1809,25,7.0,3
1814,23,3.857142857142857,3
1815,25,7.0,3
1819,44,4.0,3
1824,2,21.0,0
1833,19,5.0,2
1837,61,7.823529411764706,1
1838,11,9.0,2
1861,2,10.0,2
1862,29,3.0,3
1866,87,4.0,1
1884,16,6.0,2
1886,15,2.0,2
1892,4,7.0,2
1909,27,2.727272727272727,3
1918,14,24.0,0
1923,12,3.0,2
1928,5,16.0,2
1936,12,4.0,2
1948,42,12.0,3
1951,12,8.0,2
1956,7,30.0,0
1958,56,1.0,1
1959,1,0.0,2
1965,26,7.666666666666667,3
1967,38,9.0,3
1974,7,11.0,2
1982,8,14.0,2
1983,28,6.206896551724138,3
1986,2,3.0,2
1990,27,11.428571428571429,3
1994,2,28.0,0
2012,11,21.0,0
2013,14,7.0,2
2033,24,8.0,3
2037,3,26.0,0
2041,17,7.0,2
2044,1,0.0,2
2049,55,0.0,1
2056,10,29.0,0
2057,8,8.0,2
2074,1,0.0,2
2075,11,5.0,2
2087,11,8.0,2
2098,25,7.909090909090909,3
2118,12,8.666666666666666,2
2139,6,30.0,0
2150,16,12.0,2
2152,2,1.0,2
2163,31,3.0,3
2166,14,5.788461538461538,2
2169,7,6.0,2
2184,7,8.0,2
2192,9,5.0,2
2193,51,4.0,1
2194,10,23.0,0
2197,1,0.0,2
2199,6,30.0,0
2215,29,0.5,3
2225,59,3.0,1
2231,9,4.0,2
2235,5,2.0,2
2237,11,15.6,2
2241,64,0.0,1
2245,11,4.0,2
2258,47,8.0,3
2262,32,5.857142857142857,3
2264,2,30.0,0
2270,15,20.0,0
2271,2,26.0,0
2278,7,11.0,2
2279,3,3.0,2
2282,18,7.0,2
2286,6,5.0,2
2305,15,7.0,2
2313,28,6.0,3
2325,3,10.0,2
2333,1,0.0,2
2334,2,2.0,2
2335,19,6.469879518072289,2
2361,6,21.6,0
2362,11,4.0,2
2365,20,14.3125,3
2366,2,11.0,2
2374,3,16.0,2
2375,7,3.0,2
2381,3,8.0,2
2382,2,23.0,0
2383,62,6.2,1
2387,49,1.6666666666666667,1
2388,5,7.0,2
2390,3,30.0,0
2394,2,9.0,2
2396,28,8.432432432432432,3
2405,86,5.0,1
2415,16,14.0,2
2419,2,4.0,2
2432,2,27.0,0
2437,11,6.85,2
2439,20,6.0,3
2440,34,4.0,3
2443,13,7.416666666666667,2
2444,5,30.0,0
2445,14,30.0,0
2454,1,0.0,2
2459,15,4.0,2
2461,1,0.0,2
2473,16,14.0,2
2475,4,8.0,2
2489,23,10.0,3
2492,9,26.0,0
2498,4,11.0,2
2503,12,30.0,0
2520,1,0.0,2
2531,51,2.0,1
2539,9,10.0,2
2546,8,7.0,2
2551,2,10.0,2
2553,10,15.0,2
2558,5,7.0,2
2561,34,7.0,3
2565,9,8.0,2
2574,17,7.0,2
2576,1,0.0,2
2590,12,3.0,2
2593,25,3.8333333333333335,3
2601,4,30.0,0
2604,27,1.2608695652173914,3
2607,1,0.0,2
2608,1,0.0,2
2620,11,11.0,2
2626,19,10.255813953488373,2
2638,36,8.0,3
2646,21,7.0,3
2650,56,5.0,1
2653,22,12.153846153846153,3
2654,2,16.0,2
2658,70,7.0,1
2662,4,10.0,2
2663,59,5.75,1
2682,10,9.0,2
2683,6,12.0,2
2686,4,14.0,2
2688,29,2.0,3
2700,5,3.0,2
2701,18,15.0,2
2702,8,5.0,2
2704,5,4.0,2
2705,3,30.0,0
2712,7,17.625,0
2720,24,28.0,0
2722,1,0.0,2
2723,10,13.0,2
2725,3,4.0,2
2732,6,30.0,0
2734,8,7.966666666666667,2
2749,8,18.0,0
2753,1,0.0,2
2755,2,6.0,2
2757,13,0.0,2
2758,5,3.0,2
2765,27,5.0,3
2776,3,16.0,2
2778,9,13.0,2
2780,3,30.0,0
2786,16,13.0,2
2799,11,0.0,2
2802,16,4.0,2
2803,3,6.0,2
2806,4,4.0,2
2815,2,21.0,0
2816,2,21.0,0
2818,14,15.0,2
2827,28,6.0,3
2833,3,5.0,2
2847,37,2.0,3
2848,15,14.0,2
2849,28,11.0,3
2856,8,14.0,2
2864,5,30.0,0
2866,10,4.0,2
2877,6,30.0,0
2889,15,14.0,2
2894,1,0.0,2
2897,12,23.0,0
2903,53,0.45454545454545453,1
2921,4,9.0,2
2923,13,8.0,2
2926,71,7.0,1
2933,6,22.0,0
2935,16,0.0,2
2936,32,11.0,3
2941,25,8.333333333333334,3
2947,30,10.0,3
2948,3,8.0,2
2964,38,2.0,3
2965,13,21.0,0
2968,16,6.0,2
2974,33,4.0,3
2985,22,7.0,3
2994,10,6.0,2
3004,21,14.0,3
3016,24,1.0,3
3022,3,7.0,2
3033,16,30.0,0
3045,1,0.0,2
3048,3,30.0,0
3059,5,24.0,0
3070,14,7.0,2
3072,5,30.0,0
3080,25,12.0,3
3097,16,8.0,2
3098,24,4.0,3
3109,11,9.0,2
3113,6,30.0,0
3117,18,26.0,0
3118,6,20.0,0
3120,7,14.0,2
3121,9,20.0,0
3122,13,12.0,2
3123,2,3.0,2
3124,6,4.0,2
3132,1,0.0,2
3140,4,26.0,0
3142,7,21.0,0
3144,3,13.0,2
3149,2,17.0,0
3150,4,26.0,0
3154,33,3.5,3
3164,9,3.0,2
3167,59,4.0,1
3176,1,0.0,2
3177,8,29.0,0
3178,4,14.0,2
3187,12,7.0,2
3189,5,30.0,0
3190,57,3.0,1
3194,32,5.0,3
3196,18,16.0,2
3210,32,3.25,3
3213,14,7.0,2
3215,8,5.0,2
3220,6,7.0,2
3221,48,7.0,3
3223,24,7.0,3
3225,30,3.0,3
3234,5,11.25,2
3235,9,3.0,2
3246,11,6.0,2
3252,7,2.0,2
3254,2,30.0,0
3256,17,6.536585365853658,2
3271,2,18.0,0
3273,49,9.24561403508772,3
3277,39,2.0,3
3284,15,30.0,0
3285,6,10.125,2
3294,1,0.0,2
3296,15,7.0,2
3306,6,7.0,2
3321,17,10.782608695652174,2
3322,5,14.0,2
3323,4,7.0,2
3324,8,18.0,0
3336,2,30.0,0
3354,21,6.0,3
3363,11,8.0,2
3371,5,22.0,0
3374,16,19.285714285714285,0
3375,18,21.0,0
3378,14,8.0,2
3384,23,7.0,3
3385,12,20.0,0
3400,4,16.0,2
3406,7,10.0,2
3410,3,27.0,0
3412,38,4.6,3
3416,4,2.0,2
3417,15,8.0,2
3418,78,3.6666666666666665,1
3421,14,18.0,0
3428,5,30.0,0
3431,24,7.909090909090909,3
3437,8,30.0,0
3461,15,12.318181818181818,2
3462,11,19.862745098039216,0
3464,56,7.708333333333333,1
3467,19,7.0,2
3475,58,2.9166666666666665,1
3480,9,25.0,0
3482,9,11.0,2
3484,33,5.0,3
3485,9,5.0,2
3490,1,0.0,2
3492,46,21.692307692307693,3
3497,2,11.0,2
3499,15,20.0,0
3500,26,10.047619047619047,3
3505,11,4.0,2
3509,55,7.294117647058823,1
3513,1,0.0,2
3514,80,2.0833333333333335,1
3516,1,0.0,2
3522,2,18.0,0
3530,24,3.0,3
3531,18,18.0,0
3536,36,4.709090909090909,3
3542,16,8.0,2
3543,6,7.0,2
3544,13,8.0,2
3547,3,21.0,0
3551,2,6.0,2
3557,3,6.0,2
3559,1,0.0,2
3562,7,22.0,0
3568,3,28.0,0
3570,11,12.1,2
3572,16,11.0,2
3573,8,1.0,2
3579,61,3.0,1
3582,16,16.0,2
3584,21,7.0,3
3593,68,1.0,1
3597,46,20.7027027027027,3
3605,20,12.0,3
3608,14,1.0,2
3612,9,9.0,2
3621,26,2.0,3
3623,19,30.0,0
3624,1,0.0,2
3626,8,8.0,2
3629,19,13.705882352941176,2
3632,7,9.0,2
3634,17,3.0,2
3635,2,10.0,2
3637,1,0.0,2
3640,9,3.0,2
3657,9,8.444444444444445,2
3659,26,6.0,3
3661,8,6.0,2
3671,5,29.0,0
3676,16,23.0,0
3680,21,7.0,3
3682,2,6.0,2
3683,19,4.0,2
3690,29,7.473684210526316,3
3700,3,28.5,0
3703,16,12.0,2
3704,19,30.0,0
3712,10,4.0,2
3713,9,11.0,2
3714,3,6.0,2
3718,12,6.0,2
3721,2,30.0,0
3724,9,30.0,0
3725,19,6.0,2
3729,25,3.0,3
3732,2,14.0,2
3733,11,14.0,2
3735,2,9.0,2
3738,5,27.0,0
3746,13,2.6666666666666665,2
3764,7,23.0,0
3773,4,30.0,0
3777,10,5.0,2
3794,23,5.0,3
3809,1,0.0,2
3826,6,9.0,2
3827,52,2.0,1
3829,13,30.0,0
3830,5,6.0,2
3837,14,7.0,2
3838,46,7.085106382978723,3
3839,4,28.0,0
3856,43,5.973684210526316,3
3880,48,1.6666666666666667,3
3883,2,30.0,0
3888,26,25.0,3
3890,9,6.0,2
3905,18,9.0,2
3915,6,3.0,2
3919,11,7.0,2
3920,17,1.0,2
3923,9,1.8181818181818181,2
3947,1,0.0,2
3955,5,8.0,2
3960,92,2.142857142857143,1
3964,45,7.0,3
3974,44,14.0,3
3979,20,9.0,3
3985,30,4.0,3
3986,2,0.0,2
3992,2,30.0,0
4002,14,7.0,2
4003,5,14.0,2
4011,3,6.0,2
4023,5,22.0,0
4027,11,20.0,0
4030,22,29.0,0
4044,18,4.0,2
4053,7,27.0,0
4056,6,7.0,2
4067,41,6.0,3
4073,13,13.0,2
4076,25,13.0,3
4096,1,0.0,2
4102,16,8.0,2
4103,4,4.0,2
4106,7,13.0,2
4110,4,13.0,2
4112,5,26.0,0
4116,6,2.0,2
4117,21,4.266666666666667,3
4118,43,12.0,3
4119,1,0.0,2
4122,21,7.0,3
4127,14,4.0,2
4130,9,6.0,2
4133,19,14.0,2
4138,4,3.0,2
4153,5,30.0,0
4156,4,17.0,0
4170,24,5.0,3
4176,12,6.0,2
4177,41,10.0,3
4187,14,5.0,2
4189,2,30.0,0
4190,1,0.0,2
4192,44,5.0,3
4208,1,0.0,2
4209,11,13.0,2
4213,6,0.0,2
4223,16,6.0,2
4225,4,14.0,2
4229,96,1.0,1
4231,1,0.0,2
4237,3,24.0,0
4256,13,6.0,2
4259,4,21.0,0
4267,39,4.0,3
4270,1,0.0,2
4272,4,11.0,2
4273,14,20.307692307692307,0
4280,6,6.0,2
4281,90,5.4,1
4283,9,11.0,2
4284,94,4.0,1
4290,5,30.0,0
4294,49,2.0,1
4297,40,9.533333333333333,3
4321,5,11.0,2
4325,20,24.0,0
4327,10,26.0,0
4330,2,15.0,2
4332,1,0.0,2
4344,12,8.8,2
4345,24,2.0,3
4347,9,12.909090909090908,2
4349,5,30.0,0
4351,5,30.0,0
4353,3,8.0,2
4363,34,4.0,3
4375,30,7.0,3
4377,8,19.333333333333332,0
4382,91,4.0,1
4387,11,20.357142857142858,0
4398,7,14.0,2
4400,13,4.0,2
4401,6,6.0,2
4404,6,30.0,0
4405,7,23.0,0
4411,3,10.0,2
4418,20,3.0,3
4434,7,30.0,0
4441,20,3.0,3
4442,46,3.0,3
4457,11,4.777777777777778,2
4475,5,30.0,0
4477,32,9.0,3
4490,85,0.6521739130434783,1
4503,55,6.0,1
4514,8,30.0,0
4521,10,30.0,0
4522,17,9.0,2
4523,5,30.0,0
4529,5,14.0,2
4530,32,2.0,3
4533,7,18.0,0
4538,14,8.0,2
4540,1,0.0,2
4541,22,2.6842105263157894,3
4542,3,30.0,0
4544,33,10.0,3
4548,15,3.0,2
4555,6,6.0,2
4557,54,5.933333333333334,1
4558,14,3.0,2
4563,6,4.0,2
4569,20,7.0,3
4572,2,7.0,2
4576,7,22.0,0
4584,35,8.0,3
4591,20,7.583333333333333,3
4599,22,4.5,3
4607,17,7.0,2
4611,17,8.0,2
4616,9,7.0,2
4621,20,6.0,3
4638,2,30.0,0
4645,72,6.2,1
4646,6,6.0,2
4654,2,30.0,0
4659,40,9.0,3
4674,21,6.0,3
4675,6,19.0,0
4684,5,8.0,2
4686,19,7.0,2
4689,3,28.0,0
4693,75,0.696969696969697,1
4694,51,2.449438202247191,1
4696,11,5.0,2
4697,23,16.727272727272727,3
4700,2,17.0,0
4701,43,8.454545454545455,3
4702,17,5.0,2
4705,51,4.0,1
4706,2,7.0,2
4709,5,5.0,2
4711,71,3.0,1
4714,2,5.0,2
4720,8,16.976190476190474,0
4725,2,21.0,0
4743,54,3.3333333333333335,1
4752,27,3.0,3
4756,3,28.0,0
4762,14,4.0,2
4764,91,1.0,1
4765,7,4.0,2
4767,8,4.0,2
4784,9,7.0,2
4785,24,8.0,3
4789,39,4.111111111111111,3
4791,1,0.0,2
4796,3,30.0,0
4807,90,3.6,1
4809,19,3.0,2
4814,1,0.0,2
4815,6,15.0,2
4816,1,0.0,2
4825,43,6.918032786885246,3
4828,1,0.0,2
4835,3,3.0,2
4836,5,4.0,2
4839,46,7.0,3
4840,2,8.0,2
4843,55,5.074074074074074,1
4848,6,8.333333333333334,2
4851,16,13.6875,2
4856,3,19.0,0
4860,34,11.666666666666666,3
4865,13,6.0,2
4867,3,11.0,2
4871,6,8.0,2
4878,26,30.0,0
4879,20,30.0,0
4890,6,29.0,0
4892,17,21.0,0
4893,6,19.0,0
4895,11,25.2,0
4898,5,26.0,0
4899,2,24.0,0
4918,2,4.0,2
4925,3,6.0,2
4934,18,4.956521739130435,2
4936,8,30.0,0
4939,8,6.0,2
4960,6,12.0,2
4962,7,11.0,2
4963,3,30.0,0
4969,7,2.0,2
4971,11,25.517241379310345,0
4972,5,4.0,2
4975,8,5.0,2
4980,15,19.0,0
4983,11,23.0,0
4985,12,11.0,2
4993,12,1.0,2
5000,14,8.0,2
5002,26,17.0,3
5003,64,4.388888888888889,1
5008,1,0.0,2
5017,23,9.0,3
5018,3,24.0,0
5021,7,11.0,2
5027,2,30.0,0
5032,11,28.0,0
5042,32,1.0,3
5049,4,11.0,2
5051,2,3.0,2
5053,4,5.0,2
5057,23,17.0,3
5059,2,30.0,0
5066,4,10.0,2
5068,5,6.0,2
5071,20,6.0,3
5077,15,8.0,2
5082,7,9.19047619047619,2
5083,8,16.0,2
5090,5,29.0,0
5095,19,14.0,2
5100,15,10.0,2
5101,27,2.0,3
5103,62,6.173913043478261,1
5115,2,11.0,2
5117,7,5.0,2
5118,3,6.0,2
5129,8,2.0,2
5133,4,16.0,2
5151,4,22.0,0
5155,6,4.0,2
5156,11,19.0,0
5157,5,4.0,2
5161,1,0.0,2
5162,11,10.0,2
5171,11,5.0,2
5179,1,0.0,2
5189,1,0.0,2
5191,74,1.588235294117647,1
5197,19,4.090909090909091,2
5199,12,13.0,2
5209,43,4.6,3
5217,10,3.0,2
5220,10,19.0,0
5224,3,18.0,0
5228,3,4.0,2
5230,7,30.0,0
5236,58,2.0,1
5237,16,6.0,2
5240,7,19.0,0
5253,25,1.0,3
5254,2,30.0,0
5259,5,6.0,2
5260,14,8.0,2
5266,12,6.0,2
5271,22,9.0,3
5278,56,4.0,1
5279,1,0.0,2
5283,27,3.0,3
5285,20,0.0,3
5287,31,1.0,3
5288,23,6.0,3
5301,45,7.293103448275862,3
5303,31,7.0,3
5307,27,13.857142857142858,3
5309,9,1.0,2
5310,8,7.0,2
5316,10,4.0,2
5323,12,21.0,0
5325,9,4.933333333333334,2
5335,27,6.0,3
5338,20,12.0,3
5342,17,5.0,2
5345,8,14.0,2
5356,21,7.0,3
5357,26,7.0,3
5360,48,7.755,3
5361,5,10.0,2
5366,1,0.0,2
5370,14,6.0,2
5374,1,0.0,2
5377,72,5.545454545454546,1
5379,2,30.0,0
5381,29,6.0,3
5382,42,4.04,3
5389,2,11.0,2
5392,19,8.307692307692308,2
5394,18,10.0,2
5401,3,30.0,0
5406,4,24.0,0
5408,12,14.75,2
5410,22,3.0,3
5417,18,3.0,2
5424,19,16.666666666666668,0
5430,20,8.0,3
5437,2,13.0,2
5439,1,0.0,2
5440,64,4.366666666666666,1
5441,5,2.0,2
5450,12,12.0,2
5458,12,6.0,2
5469,48,4.2727272727272725,3
5483,2,5.0,2
5489,19,6.0,2
5500,23,0.0,3
5501,6,30.0,0
5502,3,27.0,0
5510,14,3.0,2
5514,11,30.0,0
5522,8,12.0,2
5524,3,30.0,0
5525,16,12.0,2
5531,4,5.0,2
5532,12,12.0,2
5535,7,7.0,2
5537,11,23.0,0
5541,35,5.75,3
5544,14,10.0,2
5553,7,30.0,0
5557,43,0.24,3
5558,18,4.0,2
5562,25,6.333333333333333,3
5566,7,30.0,0
5583,9,12.8,2
5588,49,4.647058823529412,1
5603,8,5.0,2
5629,26,8.066666666666666,3
5632,1,0.0,2
5639,9,5.0,2
5644,20,7.0,3
5645,9,4.0,2
5650,1,0.0,2
5659,20,4.0,3
5663,13,24.0,0
5664,4,30.0,0
5665,60,5.923076923076923,1
5667,5,11.0,2
5669,55,5.0,1
5672,11,3.0,2
5678,10,3.5428571428571427,2
5684,47,11.565217391304348,3
5688,9,9.0,2
5713,5,28.0,0
5715,35,11.0,3
5718,8,30.0,0
5724,2,30.0,0
5745,35,30.0,3
5750,2,7.0,2
5754,2,10.0,2
5756,75,8.0,1
5760,68,2.5384615384615383,1
5761,2,0.0,2
5762,7,24.0,0
5765,28,12.0,3
5770,1,0.0,2
5773,2,3.0,2
5774,2,30.0,0
5786,4,30.0,0
5789,1,0.0,2
5792,8,10.0,2
5802,32,5.0,3
5809,23,7.666666666666667,3
5814,27,12.0,3
5818,9,6.0,2
5819,15,11.473684210526315,2
5823,11,18.0,0
5824,8,8.0,2
5833,6,9.0,2
5837,2,30.0,0
5839,12,11.0,2
5841,3,30.0,0
5848,41,5.0,3
5850,12,0.0,2
5852,3,30.0,0
5854,8,6.0,2
5859,4,3.0,2
5860,30,5.0,3
5862,5,14.0,2
5884,6,30.0,0
5885,2,27.0,0
5886,54,1.0,1
5891,2,8.0,2
5897,47,8.35483870967742,3
5900,60,3.0,1
5906,3,0.0,2
5912,4,2.0,2
5913,24,8.820512820512821,3
5919,2,5.0,2
5932,82,4.0,1
5947,10,7.0,2
5950,16,3.0,2
5955,19,14.0,2
5956,5,17.0,0
5960,14,3.0,2
5961,43,8.0,3
5971,66,3.185185185185185,1
5978,7,7.0,2
5980,13,7.0,2
5992,17,6.0,2
6008,15,7.0,2
6013,11,11.0,2
6015,33,1.0,3
6020,11,7.0,2
6021,4,8.0,2
6035,13,18.0,0
6040,19,10.0,2
6045,50,0.0,1
6050,7,7.0,2
6053,6,21.0,0
6055,6,30.0,0
6058,7,22.666666666666668,0
6064,15,6.0,2
6073,1,0.0,2
6074,9,1.0,2
6080,2,19.0,0
6084,23,6.0,3
6086,7,30.0,0
6087,1,0.0,2
6091,10,23.0,0
6094,46,4.0,3
6096,1,0.0,2
6118,41,4.0,3
6129,5,30.0,0
6131,27,5.2727272727272725,3
6140,4,9.0,2
6142,7,6.375,2
6147,2,13.0,2
6163,22,5.0,3
6171,34,9.5,3
6175,6,5.0,2
6181,8,10.0,2
6188,29,6.0,3
6193,36,6.0,3
6197,5,4.0,2
6208,16,1.0,2
6216,1,0.0,2
6217,15,6.533333333333333,2
6218,18,7.0,2
6219,13,6.0,2
6220,3,7.0,2
6229,14,5.0,2
6235,13,5.0,2
6237,6,3.0,2
6238,4,18.0,0
6254,32,6.0,3
6262,9,11.0,2
6267,5,9.0,2
6268,90,3.871794871794872,1
6279,2,17.0,0
6282,7,27.0,0
6285,32,5.0,3
6287,2,8.0,2
6290,32,5.576923076923077,3
6292,12,3.0,2
6293,5,5.0,2
6295,15,9.0,2
6297,7,30.0,0
6312,2,29.0,0
6313,5,30.0,0
6317,4,9.0,2
6330,64,3.7567567567567566,1
6340,37,6.444444444444445,3
6342,3,16.0,2
6357,4,3.35,2
6360,25,1.0,3
6362,9,11.0,2
6364,46,7.875,3
6371,5,15.0,2
6378,24,14.0,3
6391,45,3.0,3
6398,81,4.333333333333333,1
6402,19,10.0,2
6409,16,6.0,2
6410,18,5.783783783783784,2
6417,64,5.0,1
6418,1,0.0,2
6421,13,5.0,2
6430,5,20.0,0
6433,27,2.0,3
6438,14,14.0,2
6449,38,6.0,3
6466,3,30.0,0
6467,11,10.6,2
6471,10,3.269230769230769,2
6479,14,7.0,2
6490,12,7.636363636363637,2
6492,62,3.0,1
6494,84,3.4615384615384617,1
6499,12,5.0,2
6501,16,3.0,2
6502,10,11.0,2
6505,32,5.428571428571429,3
6512,18,4.0,2
6522,21,4.0,3
6532,35,5.0,3
6541,22,2.0,3
6546,27,10.282051282051283,3
6554,15,4.0,2
6556,8,3.0,2
6562,22,7.0,3
6565,16,9.0,2
6568,28,11.0,3
6573,8,12.0,2
6575,7,23.875,0
6577,41,2.0,3
6586,1,0.0,2
6587,6,5.0,2
6589,8,7.0,2
6623,30,4.346153846153846,3
6624,3,5.0,2
6626,22,8.0,3
6629,23,14.35,3
6632,4,30.0,0
6633,7,4.0,2
6638,9,2.0,2
6649,12,13.0,2
6650,8,2.0,2
6652,8,9.0,2
6653,1,0.0,2
6654,7,12.0,2
6663,1,0.0,2
6664,17,10.0,2
6675,6,30.0,0
6693,55,2.0,1
6697,12,7.0,2
6699,10,12.0,2
6703,4,8.0,2
6704,17,14.0,2
6705,19,13.0,2
6707,10,4.0,2
6708,15,19.0,0
6710,21,5.0,3
6714,14,7.0,2
